year,month,Subzona,NDVI_mean_filtered,n_filtered,NDVI_mean_filtered_norm
2021,3,Mariposa_monarca,0.7326778597128925,551,0.8663389298564462
2021,3,Parque_venados,0.3190794721537945,59,0.6595397360768973
2021,3,Toluca,0.4945856586138259,15966,0.747292829306913
2021,4,Bosques_con_muerdago_2,0.5422569019923769,3252,0.7711284509961884
2021,4,Bosques_con_muerdago_3,0.5421399790960513,32905,0.7710699895480256
2021,4,Bosques_densos_pino_oyamel,0.5712482702665641,29795,0.785624135133282
2021,4,Mariposa_monarca,0.7053666286379378,550,0.8526833143189689
2021,4,Parque_venados,0.32647953343157676,59,0.6632397667157883
2021,4,Toluca,0.5144003259262072,15966,0.7572001629631036
2021,5,Bosques_con_muerdago_2,0.5725311724039225,3267,0.7862655862019612
2021,5,Bosques_con_muerdago_3,0.5269072734839588,32895,0.7634536367419794
2021,5,Bosques_densos_pino_oyamel,0.4211835037503251,29789,0.7105917518751625
2021,5,Mariposa_monarca,0.6604709668228259,554,0.830235483411413
2021,5,Parque_venados,,60,
2021,5,Toluca,0.5086416418318401,15966,0.75432082091592
2021,6,Bosques_con_muerdago_2,0.30866549280994143,3263,0.6543327464049707
2021,6,Bosques_con_muerdago_3,0.45248491769806215,32877,0.726242458849031
2021,6,Bosques_densos_pino_oyamel,0.5331399965249549,29796,0.7665699982624774
2021,6,Mariposa_monarca,,554,
2021,6,Parque_venados,,60,
2021,6,Toluca,0.4487744159157337,15924,0.7243872079578668
2021,7,Bosques_con_muerdago_2,0.3893861351553615,3247,0.6946930675776808
2021,7,Bosques_con_muerdago_3,0.3927940233086897,32900,0.6963970116543449
2021,7,Bosques_densos_pino_oyamel,0.4472961219813047,29796,0.7236480609906524
2021,7,Mariposa_monarca,,554,
2021,7,Parque_venados,,60,
2021,7,Toluca,0.46380785572308497,15966,0.7319039278615425
2021,8,Bosques_con_muerdago_2,0.6346974104318515,3223,0.8173487052159257
2021,8,Bosques_con_muerdago_3,0.6939522644094167,32764,0.8469761322047084
2021,8,Bosques_densos_pino_oyamel,0.6578864655871681,29782,0.8289432327935841
2021,8,Mariposa_monarca,0.8082681321045931,543,0.9041340660522965
2021,8,Parque_venados,0.6011573173678838,60,0.8005786586839418
2021,8,Toluca,0.6808568524348797,15837,0.8404284262174399
2021,9,Bosques_con_muerdago_2,0.433814895883745,3267,0.7169074479418724
2021,9,Bosques_con_muerdago_3,0.43312030843850735,32905,0.7165601542192537
2021,9,Bosques_densos_pino_oyamel,0.32947252008068806,29796,0.664736260040344
2021,9,Mariposa_monarca,0.4209423392734291,554,0.7104711696367145
2021,9,Parque_venados,0.3433551753942783,60,0.6716775876971391
2021,9,Toluca,0.49497660951744876,15966,0.7474883047587244
2021,10,Bosques_con_muerdago_2,0.5445753489771197,3267,0.7722876744885598
2021,10,Bosques_con_muerdago_3,0.6163987279269193,32878,0.8081993639634597
2021,10,Bosques_densos_pino_oyamel,0.6669531121904566,29772,0.8334765560952283
2021,10,Mariposa_monarca,,554,
2021,10,Parque_venados,,60,
2021,10,Toluca,0.6982522277476526,15827,0.8491261138738263
2021,11,Bosques_con_muerdago_2,0.6685981278570691,3237,0.8342990639285346
2021,11,Bosques_con_muerdago_3,0.6869028681204405,32859,0.8434514340602203
2021,11,Bosques_densos_pino_oyamel,0.677283415010132,29755,0.8386417075050661
2021,11,Mariposa_monarca,0.8196987671156725,543,0.9098493835578363
2021,11,Parque_venados,0.5092149783785527,60,0.7546074891892763
2021,11,Toluca,0.6920880148048405,15769,0.8460440074024203
2021,12,Bosques_con_muerdago_2,0.52219734547471,3237,0.761098672737355
2021,12,Bosques_con_muerdago_3,0.5984831464491585,32904,0.7992415732245792
2021,12,Bosques_densos_pino_oyamel,0.5633271649226961,29787,0.781663582461348
2021,12,Mariposa_monarca,0.7510210524286542,540,0.8755105262143271
2021,12,Parque_venados,0.3552668418448705,60,0.6776334209224353
2021,12,Toluca,0.5690511510250772,15791,0.7845255755125387
2022,1,Bosques_con_muerdago_2,0.5880190707634642,3257,0.794009535381732
2022,1,Bosques_con_muerdago_3,0.5892111687529209,32905,0.7946055843764604
2022,1,Bosques_densos_pino_oyamel,0.548302544621458,29796,0.774151272310729
2022,1,Mariposa_monarca,0.8296672894936822,549,0.914833644746841
2022,1,Parque_venados,0.2904146110209135,60,0.6452073055104568
2022,1,Toluca,0.5725135817165319,15921,0.7862567908582659
2022,2,Bosques_con_muerdago_2,0.3370452433720296,3266,0.6685226216860148
2022,2,Bosques_con_muerdago_3,0.5010575026249261,32904,0.750528751312463
2022,2,Bosques_densos_pino_oyamel,0.5078464959134822,29791,0.753923247956741
2022,2,Mariposa_monarca,0.44550276257224003,554,0.72275138128612
2022,2,Parque_venados,0.32399584037753254,60,0.6619979201887662
2022,2,Toluca,0.39143604593338716,15937,0.6957180229666936
2022,3,Bosques_con_muerdago_2,0.3826719213371413,3259,0.6913359606685706
2022,3,Bosques_con_muerdago_3,0.49819146630807015,32905,0.7490957331540351
2022,3,Bosques_densos_pino_oyamel,0.4184200309101924,29796,0.7092100154550962
2022,3,Mariposa_monarca,0.5605789510350059,554,0.7802894755175029
2022,3,Parque_venados,0.2359495557406369,59,0.6179747778703184
2022,3,Toluca,0.41529787215980285,15960,0.7076489360799014
2022,4,Bosques_con_muerdago_2,0.508995923374437,3256,0.7544979616872185
2022,4,Bosques_con_muerdago_3,0.5230487919547083,32904,0.7615243959773541
2022,4,Bosques_densos_pino_oyamel,0.5361905137018255,29796,0.7680952568509127
2022,4,Mariposa_monarca,0.7359657526458571,554,0.8679828763229285
2022,4,Parque_venados,0.30125277357942915,59,0.6506263867897146
2022,4,Toluca,0.5080491207507958,15951,0.7540245603753979
2022,5,Bosques_con_muerdago_2,0.5391741912975822,3237,0.7695870956487911
2022,5,Bosques_con_muerdago_3,0.5461523549284208,32902,0.7730761774642104
2022,5,Bosques_densos_pino_oyamel,0.5523503013183483,29793,0.7761751506591741
2022,5,Mariposa_monarca,0.7187627700727377,551,0.8593813850363689
2022,5,Parque_venados,0.3834073236759971,59,0.6917036618379986
2022,5,Toluca,0.609540634475959,15872,0.8047703172379794
2022,6,Bosques_con_muerdago_2,0.4544968728672503,3255,0.7272484364336251
2022,6,Bosques_con_muerdago_3,0.3493420876375308,32896,0.6746710438187654
2022,6,Bosques_densos_pino_oyamel,0.34715523259544084,29777,0.6735776162977204
2022,6,Mariposa_monarca,0.647762138602788,548,0.823881069301394
2022,6,Parque_venados,,60,
2022,6,Toluca,0.5184228812693746,15950,0.7592114406346873
2022,7,Bosques_con_muerdago_2,0.43192351886500696,3267,0.7159617594325035
2022,7,Bosques_con_muerdago_3,0.5931461009549147,32854,0.7965730504774573
2022,7,Bosques_densos_pino_oyamel,0.6102836791825631,29790,0.8051418395912815
2022,7,Mariposa_monarca,,554,
2022,7,Parque_venados,,60,
2022,7,Toluca,0.665892599011519,15891,0.8329462995057595
2022,8,Bosques_con_muerdago_2,0.4057728814759083,3262,0.7028864407379541
2022,8,Bosques_con_muerdago_3,0.517152647808097,32901,0.7585763239040485
2022,8,Bosques_densos_pino_oyamel,0.5329665474025849,29788,0.7664832737012924
2022,8,Mariposa_monarca,,554,
2022,8,Parque_venados,,60,
2022,8,Toluca,0.5704982729770011,15928,0.7852491364885006
2022,9,Bosques_con_muerdago_2,0.6262723017793841,3167,0.813136150889692
2022,9,Bosques_con_muerdago_3,0.4589761023263892,32900,0.7294880511631946
2022,9,Bosques_densos_pino_oyamel,0.5982895494465877,29664,0.7991447747232938
2022,9,Mariposa_monarca,-0.041260211218765636,539,0.47936989439061717
2022,9,Parque_venados,,60,
2022,9,Toluca,0.6871083774199827,15776,0.8435541887099913
2022,10,Bosques_con_muerdago_2,0.6315511549005703,3252,0.8157755774502852
2022,10,Bosques_con_muerdago_3,0.5582974995022114,32902,0.7791487497511057
2022,10,Bosques_densos_pino_oyamel,0.6068793852857891,29760,0.8034396926428946
2022,10,Mariposa_monarca,,554,
2022,10,Parque_venados,,60,
2022,10,Toluca,0.6653939359320029,15833,0.8326969679660015
2022,11,Bosques_con_muerdago_2,0.4834507480973665,3267,0.7417253740486832
2022,11,Bosques_con_muerdago_3,0.6451169435746082,32820,0.8225584717873041
2022,11,Bosques_densos_pino_oyamel,0.48177469580815024,29796,0.7408873479040752
2022,11,Mariposa_monarca,0.7845167447359134,543,0.8922583723679567
2022,11,Parque_venados,0.43014051765203476,60,0.7150702588260174
2022,11,Toluca,0.5457828855080132,15956,0.7728914427540066
2022,12,Bosques_con_muerdago_2,0.6458297819673424,3233,0.8229148909836712
2022,12,Bosques_con_muerdago_3,0.6336350354827359,32878,0.8168175177413679
2022,12,Bosques_densos_pino_oyamel,0.5388098790022366,29791,0.7694049395011183
2022,12,Mariposa_monarca,0.7199710169434548,554,0.8599855084717274
2022,12,Parque_venados,0.34227592061305867,60,0.6711379603065293
2022,12,Toluca,0.6381961594165922,15817,0.8190980797082961
2023,1,Bosques_con_muerdago_2,0.607103441365575,3243,0.8035517206827876
2023,1,Bosques_con_muerdago_3,0.6394927978973981,32885,0.819746398948699
2023,1,Bosques_densos_pino_oyamel,0.6215739222980863,29787,0.8107869611490431
2023,1,Mariposa_monarca,0.7746560580442139,536,0.887328029022107
2023,1,Parque_venados,0.3401290453397311,60,0.6700645226698656
2023,1,Toluca,0.604028734518209,15771,0.8020143672591045
2023,2,Bosques_con_muerdago_2,0.5927733243061188,3245,0.7963866621530594
2023,2,Bosques_con_muerdago_3,0.6071857020801835,32903,0.8035928510400918
2023,2,Bosques_densos_pino_oyamel,0.6111964843862513,29790,0.8055982421931256
2023,2,Mariposa_monarca,0.7939211107901673,551,0.8969605553950837
2023,2,Parque_venados,0.3181389608219558,59,0.6590694804109779
2023,2,Toluca,0.580325375457662,15830,0.790162687728831
2023,3,Bosques_con_muerdago_2,0.5963764381660542,3266,0.7981882190830272
2023,3,Bosques_con_muerdago_3,0.4140059367472598,32905,0.7070029683736299
2023,3,Bosques_densos_pino_oyamel,0.6551191615899211,29735,0.8275595807949605
2023,3,Mariposa_monarca,0.6382403976675393,553,0.8191201988337696
2023,3,Parque_venados,0.2571447223424911,60,0.6285723611712455
2023,3,Toluca,0.5098998237695616,15955,0.7549499118847808
2023,4,Bosques_con_muerdago_2,0.49648868843799615,3251,0.7482443442189981
2023,4,Bosques_con_muerdago_3,0.5447624757538917,32905,0.7723812378769459
2023,4,Bosques_densos_pino_oyamel,0.4428471309416134,29774,0.7214235654708067
2023,4,Mariposa_monarca,0.7090391890458583,554,0.8545195945229291
2023,4,Parque_venados,0.33874974355978127,59,0.6693748717798906
2023,4,Toluca,0.4695698819960733,15964,0.7347849409980367
2023,5,Bosques_con_muerdago_2,0.5296516598010604,3224,0.7648258299005302
2023,5,Bosques_con_muerdago_3,0.5590650809826617,32880,0.7795325404913309
2023,5,Bosques_densos_pino_oyamel,0.5308600602054885,29783,0.7654300301027442
2023,5,Mariposa_monarca,0.7162410988436116,554,0.8581205494218058
2023,5,Parque_venados,0.36797721946940704,59,0.6839886097347035
2023,5,Toluca,0.5997965312480322,15962,0.7998982656240161
2023,6,Bosques_con_muerdago_2,0.41065430339094905,3267,0.7053271516954746
2023,6,Bosques_con_muerdago_3,0.5377167193605163,32831,0.7688583596802582
2023,6,Bosques_densos_pino_oyamel,0.4964402244814436,29784,0.7482201122407218
2023,6,Mariposa_monarca,0.509416863322258,554,0.754708431661129
2023,6,Parque_venados,0.4451050374370355,60,0.7225525187185178
2023,6,Toluca,0.5291979925717051,15965,0.7645989962858526
2023,7,Bosques_con_muerdago_2,0.3631509257701494,3267,0.6815754628850748
2023,7,Bosques_con_muerdago_3,0.5138026711473769,32770,0.7569013355736884
2023,7,Bosques_densos_pino_oyamel,0.4259573746684013,29788,0.7129786873342007
2023,7,Mariposa_monarca,0.6281736094181932,552,0.8140868047090966
2023,7,Parque_venados,0.41473752503492395,60,0.707368762517462
2023,7,Toluca,0.5122907479619628,15957,0.7561453739809814
2023,8,Bosques_con_muerdago_2,0.4422345831490203,3267,0.7211172915745101
2023,8,Bosques_con_muerdago_3,0.31729187633242184,32856,0.6586459381662109
2023,8,Bosques_densos_pino_oyamel,0.31828866213853657,29764,0.6591443310692683
2023,8,Mariposa_monarca,,554,
2023,8,Parque_venados,0.1876690197322103,60,0.5938345098661052
2023,8,Toluca,0.6384881514621191,15966,0.8192440757310595
2023,9,Bosques_con_muerdago_2,0.5967339294745239,3226,0.798366964737262
2023,9,Bosques_con_muerdago_3,0.5604496378331716,32726,0.7802248189165858
2023,9,Bosques_densos_pino_oyamel,0.5934103288067948,29666,0.7967051644033973
2023,9,Mariposa_monarca,0.21813014256538912,554,0.6090650712826946
2023,9,Parque_venados,0.5277714631878413,60,0.7638857315939207
2023,9,Toluca,0.598047860698662,15963,0.799023930349331
2023,10,Bosques_con_muerdago_2,0.5130019223783165,3267,0.7565009611891582
2023,10,Bosques_con_muerdago_3,0.5759110657603219,32878,0.787955532880161
2023,10,Bosques_densos_pino_oyamel,0.6068099256267087,29690,0.8034049628133544
2023,10,Mariposa_monarca,0.5005484586412257,553,0.7502742293206128
2023,10,Parque_venados,,60,
2023,10,Toluca,0.6711578321826818,15874,0.8355789160913409
2023,11,Bosques_con_muerdago_2,0.4319329570537378,3266,0.7159664785268689
2023,11,Bosques_con_muerdago_3,0.623187382964085,32724,0.8115936914820425
2023,11,Bosques_densos_pino_oyamel,0.5854736246791566,29672,0.7927368123395784
2023,11,Mariposa_monarca,0.6550473809126286,554,0.8275236904563144
2023,11,Parque_venados,,60,
2023,11,Toluca,0.5620989611303475,15949,0.7810494805651738
2023,12,Bosques_con_muerdago_2,,3267,
2023,12,Bosques_con_muerdago_3,0.5158872379730801,32902,0.7579436189865401
2023,12,Bosques_densos_pino_oyamel,0.3448774000807353,29723,0.6724387000403677
2023,12,Mariposa_monarca,0.4953133579117158,554,0.7476566789558579
2023,12,Parque_venados,,60,
2023,12,Toluca,0.2323672457243041,15965,0.616183622862152
2024,1,Bosques_con_muerdago_2,0.6496717150371123,3151,0.8248358575185561
2024,1,Bosques_con_muerdago_3,0.6127775242446689,32592,0.8063887621223345
2024,1,Bosques_densos_pino_oyamel,0.6254949915010639,29466,0.812747495750532
2024,1,Mariposa_monarca,0.7910671460981752,526,0.8955335730490877
2024,1,Parque_venados,0.3573355103658527,52,0.6786677551829263
2024,1,Toluca,0.6264117635689904,15612,0.8132058817844952
2024,2,Bosques_con_muerdago_2,0.609659121325247,3153,0.8048295606626235
2024,2,Bosques_con_muerdago_3,0.5984805049925453,32635,0.7992402524962727
2024,2,Bosques_densos_pino_oyamel,0.6223075230631718,29464,0.8111537615315859
2024,2,Mariposa_monarca,0.7478086586110879,533,0.873904329305544
2024,2,Parque_venados,0.3247059480176653,52,0.6623529740088326
2024,2,Toluca,0.6079490675206137,15636,0.8039745337603068
2024,3,Bosques_con_muerdago_2,0.5748927291357103,3159,0.7874463645678551
2024,3,Bosques_con_muerdago_3,0.5762479289087543,32635,0.7881239644543772
2024,3,Bosques_densos_pino_oyamel,0.5665076070004107,29456,0.7832538035002053
2024,3,Mariposa_monarca,0.7339200430460316,534,0.8669600215230158
2024,3,Parque_venados,0.3132309631453789,51,0.6566154815726895
2024,3,Toluca,0.5439234475105407,15794,0.7719617237552703
2024,4,Bosques_con_muerdago_2,0.532502216358716,3157,0.7662511081793579
2024,4,Bosques_con_muerdago_3,0.5515133577259375,28767,0.7757566788629687
2024,4,Bosques_densos_pino_oyamel,0.5715172570650068,29349,0.7857586285325033
2024,4,Mariposa_monarca,0.7148968581796904,535,0.8574484290898452
2024,4,Parque_venados,0.30563920722932003,51,0.6528196036146601
2024,4,Toluca,0.5618795173672364,15747,0.7809397586836182
2024,5,Bosques_con_muerdago_2,0.5064004872999759,3144,0.7532002436499879
2024,5,Bosques_con_muerdago_3,0.5051101988651063,27414,0.7525550994325532
2024,5,Bosques_densos_pino_oyamel,0.5088633677449854,27902,0.7544316838724927
2024,5,Mariposa_monarca,0.6484960279913823,497,0.8242480139956911
2024,5,Parque_venados,0.3456967328765866,51,0.6728483664382933
2024,5,Toluca,0.5306328109928944,15783,0.7653164054964472
2024,6,Bosques_con_muerdago_2,0.5192002172222858,3150,0.7596001086111429
2024,6,Bosques_con_muerdago_3,0.5494016927667935,32428,0.7747008463833968
2024,6,Bosques_densos_pino_oyamel,0.539192973167394,28820,0.7695964865836971
2024,6,Mariposa_monarca,0.5849423268681102,483,0.7924711634340551
2024,6,Parque_venados,0.37616318466770493,52,0.6880815923338525
